iter	Logloss
229	0.006791185035
230	0.006791185035
231	0.006791185035
232	0.006791185035
233	0.006791185035
234	0.006791185035
235	0.006791185035
236	0.006791185035
237	0.006791211096
238	0.006791172295
239	0.006791213306
240	0.006791213306
241	0.006791080226
242	0.006791080226
243	0.006791215788
244	0.006791037374
245	0.006790925127
246	0.00679077975
247	0.006790857807
248	0.006790857807
249	0.006790857807
250	0.006790857807
251	0.006790857807
252	0.006790857807
253	0.006790857807
254	0.006790857807
255	0.006790857807
256	0.006790857807
257	0.006790857807
258	0.006790857807
259	0.006790857807
260	0.006790857807
261	0.006790857807
262	0.006790857807
263	0.006790857807
264	0.006790857807
265	0.006790857807
266	0.006790857807
267	0.006790857807
268	0.006790857807
269	0.006790857807
270	0.006790857807
271	0.006790857807
272	0.006790857807
273	0.006790857807
274	0.006790857807
275	0.006790857807
276	0.006790857807
277	0.006790857807
278	0.006790857807
279	0.006790857807
280	0.006790857807
281	0.006790857807
282	0.006790857807
283	0.006790857807
284	0.006790857807
285	0.006790857807
286	0.006790857807
287	0.006790857807
288	0.006790857807
289	0.006790857807
290	0.006790857807
291	0.006790857807
292	0.006790857807
293	0.006790857807
294	0.006790857807
295	0.006790857807
296	0.006790857807
297	0.006790857807
298	0.006790857807
299	0.006790857807
300	0.006790857807
301	0.006790857807
302	0.006790857807
303	0.006790857807
304	0.006790857807
305	0.006790857807
306	0.006790857807
307	0.006790857807
308	0.006790857807
309	0.006790857807
310	0.006790857807
311	0.006790857807
312	0.006790857807
313	0.006790857807
314	0.006790857807
315	0.006790857807
316	0.006790857807
317	0.006790857807
318	0.006790857807
319	0.006790857807
320	0.006790857807
321	0.006790857807
322	0.006790857807
323	0.006790857807
324	0.006790857807
325	0.006790857807
326	0.006790857807
327	0.006790857807
328	0.006790857807
329	0.006790857807
330	0.006790857807
331	0.006790857807
332	0.006790857807
333	0.006790857807
334	0.006790857807
335	0.006790857807
336	0.006790857807
337	0.006790857807
338	0.006790857807
339	0.006790857807
340	0.006790857807
341	0.006790857807
342	0.006790857807
343	0.006790857807
344	0.006790857807
345	0.006790857807
346	0.006790857807
347	0.006790857807
348	0.006790857807
349	0.006790857807
350	0.006790857807
351	0.006790857807
352	0.006790857807
353	0.006790857807
354	0.006790857807
355	0.006790857807
356	0.006790857807
357	0.006790857807
358	0.006790857807
359	0.006790857807
360	0.006790857807
361	0.006790857807
362	0.006790857807
363	0.006790857807
364	0.006790857807
365	0.006790857807
366	0.006790857807
367	0.006790857807
368	0.006790857807
369	0.006790857807
370	0.006790857807
371	0.006790857807
372	0.006790857807
373	0.006790857807
374	0.006790857807
375	0.006790857807
376	0.006790857807
377	0.006790857807
378	0.006790857807
379	0.006790857807
380	0.006790857807
381	0.006790857807
382	0.006790857807
383	0.006790857807
384	0.006790857807
385	0.006790857807
386	0.006790857807
387	0.006790857807
388	0.006790857807
389	0.006790857807
390	0.006790857807
391	0.006790857807
392	0.006790857807
393	0.006790857807
394	0.006790857807
395	0.006790857807
396	0.006790857807
397	0.006790857807
398	0.006790857807
399	0.006790857807
400	0.006790857807
401	0.006790857807
402	0.006790857807
403	0.006790857807
404	0.006790857807
405	0.006790857807
406	0.006790857807
407	0.006790857807
408	0.006790857807
409	0.006790857807
410	0.006790857807
411	0.006790857807
412	0.006790857807
413	0.006790857807
414	0.006790857807
415	0.006790857807
416	0.006790857807
417	0.006790857807
418	0.006790857807
419	0.006790857807
420	0.006790857807
421	0.006790857807
422	0.006790857807
423	0.006790857807
424	0.006790857807
425	0.006790857807
426	0.006790857807
427	0.006790857807
428	0.006790857807
429	0.006790857807
430	0.006790857807
431	0.006790857807
432	0.006790857807
433	0.006790857807
434	0.006790857807
435	0.006790857807
436	0.006790857807
437	0.006790857807
438	0.006790857807
439	0.006790857807
440	0.006790857807
441	0.006790857807
442	0.006790857807
443	0.006790857807
444	0.006790857807
445	0.006790857807
446	0.006790857807
447	0.006790857807
448	0.006790857807
449	0.006790857807
450	0.006790857807
451	0.006790857807
452	0.006790857807
453	0.006790857807
454	0.006790857807
455	0.006790857807
456	0.006790857807
457	0.006790857807
458	0.006790857807
459	0.006790857807
460	0.006790857807
461	0.006790857807
462	0.006790857807
463	0.006790857807
464	0.006790857807
465	0.006790857807
466	0.006790857807
467	0.006790857807
468	0.006790857807
469	0.006790857807
470	0.006790857807
471	0.006790857807
472	0.006790857807
473	0.006790857807
474	0.006790857807
475	0.006790857807
476	0.006790857807
477	0.006790857807
478	0.006790857807
479	0.006790857807
480	0.006790857807
481	0.006790857807
482	0.006790857807
483	0.006790857807
484	0.006790857807
485	0.006790857807
486	0.006790857807
487	0.006790857807
488	0.006790857807
489	0.006790857807
490	0.006790857807
491	0.006790857807
492	0.006790857807
493	0.006790857807
494	0.006790857807
495	0.006790857807
496	0.006790857807
497	0.006790857807
498	0.006790857807
499	0.006790857807
